grid_id,lat,lon,google_maps_link,forest_pct,ndvi,ndmi,health_class,moisture_class_calibrated,ndvi_trend_class,ndmi_trend_class,ndvi_change_from_365d,ndmi_change_from_365d,hansen_loss_pct,fire_count,fire_detected,repeated_fire_count,repeated_fire_class,final_priority,final_risk_score,ecological_watch_level,chronic_repeated_stress_flag,soilgrids_soc,carbon_engine_version,carbon_engine_run_time,genuine_carbon_score,raw_carbon_score_before_cap,genuine_carbon_class,carbon_recommendation,field_verification_required,genuine_carbon_reason,forest_persistence_component,fris_ecological_component,ndvi_trend_history_component,ndmi_trend_history_component,fire_history_component,hansen_loss_component,soilgrids_soc_component,weight_forest_persistence,weight_fris_ecological_score,weight_ndvi_trend_history,weight_ndmi_trend_history,weight_fire_history,weight_hansen_loss,weight_soilgrids_soc,soilgrids_soc,carbon_stock_ton,carbon_stock_co2e_ton,carbon_change_co2e_ton,forest_area_for_carbon_ha,carbon_claim_status,genuine_carbon_rank
GD-24-27,24.72008626717229,87.37227520152685,"https://www.google.com/maps?q=24.72008626717229,87.37227520152685",91.1175884131566,0.6847078454128186,0.2329350207576262,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0013,0.1101,0.89,0,False,0,NO_REPEATED_FIRE,LOW,11.7,ROUTINE_MONITORING,False,116.52,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,89.58,89.58,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 89.58/100 (raw score 89.58/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=88.3; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=85 (soilgrids_soc=116.52).,100,88.3,65.0,85.0,100,100,85,25%,25%,15%,10%,10%,10%,5%,116.52,2705.316,9919.492,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,21
GD-57-36,25.016528954911987,87.46138344921884,"https://www.google.com/maps?q=25.016528954911987,87.46138344921884",94.57473759117605,0.6924767957156666,0.2570698005858942,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.021,0.0481,0.16,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,203.79,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,89.55,89.55,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 89.55/100 (raw score 89.55/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=203.79).,100,85.18,65.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,203.79,3060.711,11222.608,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,22
GD-41-31,24.872799166918657,87.41187886716757,"https://www.google.com/maps?q=24.872799166918657,87.41187886716757",89.64975081824194,0.6773770924798382,0.2161422815109192,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0057,0.0956,0.36,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,221.42,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,89.49,89.49,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 89.49/100 (raw score 89.49/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=221.42).,100,84.97,65.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,221.42,3044.731,11164.014,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,23
GD-49-36,24.94466406091539,87.46138344922164,"https://www.google.com/maps?q=24.94466406091539,87.46138344922164",89.39058497011101,0.6825715938449064,0.1615611010162038,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,0.0028,0.0466,0.49,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,181.11,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,89.49,89.49,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 89.49/100 (raw score 89.49/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=181.11).,100,84.97,65.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,181.11,3115.043,11421.825,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,24
GD-47-37,24.926697837416008,87.47128436563366,"https://www.google.com/maps?q=24.926697837416008,87.47128436563366",86.64863903220053,0.6567146641771118,0.1842175703140752,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0109,0.0637,0.6,0,False,0,NO_REPEATED_FIRE,LOW,15.45,ROUTINE_MONITORING,False,192.17,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,89.39,89.39,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 89.39/100 (raw score 89.39/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.55; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=100; SoilGrids SOC Score=100 (soilgrids_soc=192.17).,100,84.55,65.0,85.0,100,100,100,25%,25%,15%,10%,10%,10%,5%,192.17,2929.675,10742.142,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,25
GD-04-29,24.54042403217164,87.39207703435574,"https://www.google.com/maps?q=24.54042403217164,87.39207703435574",96.25248043141092,0.7073967404773047,0.2226856563051089,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0058,0.0534,4.9,0,False,0,NO_REPEATED_FIRE,LOW,11.07,ROUTINE_MONITORING,False,181.83,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,88.48,88.48,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 88.48/100 (raw score 88.48/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=88.93; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=181.83).,100,88.93,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,181.83,4340.39,15914.762,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,26
GD-07-32,24.56737336742167,87.42177978358973,"https://www.google.com/maps?q=24.56737336742167,87.42177978358973",93.91346518892202,0.6856736718748333,0.2184905585504237,HEALTHY,GOOD_MOISTURE,IMPROVING,STABLE,-0.0621,0.022,3.85,0,False,0,NO_REPEATED_FIRE,LOW,15.52,LOW_ECOLOGICAL_WATCH,False,202.24,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,88.37,88.37,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 88.37/100 (raw score 88.37/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.48; NDVI Trend History=85.0; NDMI Trend History=65.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=202.24).,100,84.48,85.0,65.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,202.24,3228.821,11839.01,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,27
GD-33-28,24.80093427292091,87.38217611793576,"https://www.google.com/maps?q=24.80093427292091,87.38217611793576",98.85870760270971,0.7550887670107476,0.2978576033426098,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0212,0.0634,1.7,0,False,0,NO_REPEATED_FIRE,LOW,13.35,ROUTINE_MONITORING,False,273.42,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.91,87.91,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.91/100 (raw score 87.91/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.65; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=273.42).,100,86.65,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,273.42,3208.366,11764.01,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,28
GD-36-28,24.827883608170254,87.38217611793489,"https://www.google.com/maps?q=24.827883608170254,87.38217611793489",94.65187308441422,0.7487388687137143,0.2773870445606988,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.003,0.0642,4.86,0,False,0,NO_REPEATED_FIRE,LOW,13.56,ROUTINE_MONITORING,False,208.8,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.86,87.86,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.86/100 (raw score 87.86/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.44; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=208.80).,100,86.44,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,208.8,3010.854,11039.797,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,29
GD-03-32,24.531440920421165,87.42177978359099,"https://www.google.com/maps?q=24.531440920421165,87.42177978359099",86.82824651423107,0.6515436160528859,0.1537522739637721,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,0.0116,0.0403,4.36,0,False,0,NO_REPEATED_FIRE,LOW,13.63,ROUTINE_MONITORING,False,175.01,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.84,87.84,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 87.84/100 (raw score 87.84/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.37; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=175.01).,100,86.37,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,175.01,3366.249,12342.912,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,30
GD-31-27,24.782968049421367,87.37227520152489,"https://www.google.com/maps?q=24.782968049421367,87.37227520152489",91.23052837573388,0.730435848,0.2576020614083412,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0119,0.0695,2.89,0,False,0,NO_REPEATED_FIRE,LOW,13.98,ROUTINE_MONITORING,False,205.06,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.75,87.75,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.75/100 (raw score 87.75/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.02; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=205.06).,100,86.02,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,205.06,2665.046,9771.837,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,31
GD-33-29,24.80093427292081,87.39207703,"https://www.google.com/maps?q=24.800934272920806,87.3920770343472",99.43746644279182,0.7281475861331793,0.2426509565966053,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0281,0.0487,4.7,0,False,0,NO_REPEATED_FIRE,LOW,13.98,ROUTINE_MONITORING,False,264.72,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.75,87.75,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.75/100 (raw score 87.75/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.02; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=264.72).,100,86.02,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,264.72,2734.719,10027.304,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,32
GD-32-27,24.79195116117119,87.3722752,"https://www.google.com/maps?q=24.79195116117119,87.3722752015246",86.95452766411657,0.7258512533200705,0.2685373483647279,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,0.0071,0.0671,1.23,0,False,0,NO_REPEATED_FIRE,LOW,13.98,ROUTINE_MONITORING,False,188.01,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.75,87.75,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.75/100 (raw score 87.75/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=86.02; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=188.01).,100,86.02,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,188.01,2759.648,10118.709,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,33
GD-35-26,24.818900496420685,87.36237428511235,"https://www.google.com/maps?q=24.818900496420685,87.36237428511235",98.59649085354792,0.7166753212045747,0.2531251237904534,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0106,0.0564,1.77,0,False,0,NO_REPEATED_FIRE,LOW,14.19,ROUTINE_MONITORING,False,198.41,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.7,87.7,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.70/100 (raw score 87.70/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.81; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=198.41).,100,85.81,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,198.41,3295.937,12085.102,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,34
GD-34-26,24.809917384670904,87.36237428511261,"https://www.google.com/maps?q=24.809917384670904,87.36237428511261",97.7989745246476,0.7193860532296258,0.2607725714388524,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0194,0.0475,1.2,0,False,0,NO_REPEATED_FIRE,LOW,14.19,ROUTINE_MONITORING,False,170.81,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.7,87.7,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.70/100 (raw score 87.70/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.81; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=170.81).,100,85.81,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,170.81,2492.462,9139.029,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,35
GD-33-27,24.80093427,87.37227520152432,"https://www.google.com/maps?q=24.800934272921,87.37227520152432",97.74104171536794,0.7192326950214715,0.2604143473067223,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.015,0.0667,4.45,0,False,0,NO_REPEATED_FIRE,LOW,14.19,ROUTINE_MONITORING,False,197.05,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.7,87.7,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.70/100 (raw score 87.70/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.81; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=197.05).,100,85.81,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,197.05,2918.17,10699.955,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,36
GD-39-34,24.854832943418867,87.44158161640235,"https://www.google.com/maps?q=24.854832943418867,87.44158161640235",98.84785625333568,0.7107752936992057,0.2544773198531925,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0238,0.0902,4.01,0,False,0,NO_REPEATED_FIRE,LOW,14.4,ROUTINE_MONITORING,False,282.28,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.65,87.65,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.65/100 (raw score 87.65/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.6; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=282.28).,100,85.6,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,282.28,2693.171,9874.961,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,37
GD-33-30,24.800934272920685,87.40197795075862,"https://www.google.com/maps?q=24.800934272920685,87.40197795075862",99.90019565920498,0.7030231355258411,0.2361987956727825,HEALTHY,GOOD_MOISTURE,STABLE,STABLE,-0.0272,0.0435,4.38,0,False,0,NO_REPEATED_FIRE,LOW,14.61,ROUTINE_MONITORING,False,206.69,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.6,87.6,CARBON_STABLE_RESERVE,Protect existing forest condition and continue routine monitoring.,NO,CARBON_STABLE_RESERVE: final score 87.60/100 (raw score 87.60/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.39; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=206.69).,100,85.39,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,206.69,3255.028,11935.103,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,38
GD-32-31,24.79195116117077,87.41187886717037,"https://www.google.com/maps?q=24.791951161170772,87.41187886717037",92.25285864431704,0.6894158974596679,0.2157810986769476,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0227,0.058,2.56,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,177.65,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.55,87.55,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.55/100 (raw score 87.55/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=177.65).,100,85.18,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,177.65,2480.318,9094.498,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,39
GD-44-38,24.899748502166904,87.48118528204608,"https://www.google.com/maps?q=24.899748502166904,87.48118528204608",97.45230295403049,0.6894150343391777,0.2056008869119338,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0274,0.0586,4.31,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,253.84,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.55,87.55,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.55/100 (raw score 87.55/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=253.84).,100,85.18,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,253.84,3189.19,11693.698,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,40
GD-45-39,24.90873161391644,87.49108619845707,"https://www.google.com/maps?q=24.908731613916437,87.49108619845707",96.94552570716952,0.6870869730849213,0.2499907083391012,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.018,0.0762,1.21,0,False,0,NO_REPEATED_FIRE,LOW,14.82,ROUTINE_MONITORING,False,236.49,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.55,87.55,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.55/100 (raw score 87.55/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=85.18; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=236.49).,100,85.18,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,236.49,3265.255,11972.602,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,41
GD-44-39,24.89974850216676,87.49108619845745,"https://www.google.com/maps?q=24.899748502166762,87.49108619845745",98.19864792741512,0.6846789756519016,0.2472260455275373,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0297,0.0711,2.97,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,248.52,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.49,87.49,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.49/100 (raw score 87.49/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=248.52).,100,84.97,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,248.52,2852.971,10460.894,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,42
GD-41-35,24.87279916691819,87.45148253281306,"https://www.google.com/maps?q=24.87279916691819,87.45148253281306",98.97900731445765,0.6844865606904926,0.208318363,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0295,0.0699,3.44,0,False,0,NO_REPEATED_FIRE,LOW,15.03,ROUTINE_MONITORING,False,254.5,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.49,87.49,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.49/100 (raw score 87.49/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.97; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=254.50).,100,84.97,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,254.5,3234.574,11860.103,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,43
GD-38-38,24.845849831668623,87.48118528204827,"https://www.google.com/maps?q=24.845849831668623,87.48118528204827",93.49147606884054,0.6693839395037754,0.1873595792731612,HEALTHY,GOOD_MOISTURE,STABLE,IMPROVING,-0.0292,0.0442,1.99,0,False,0,NO_REPEATED_FIRE,LOW,15.24,ROUTINE_MONITORING,False,255.69,FRIS_CARBON_GENUINE_ENGINE_V5_SOILGRIDS_SOC,2026-06-04 18:45:00 IST,87.44,87.44,CARBON_RECOVERY_OPPORTUNITY,Prioritize for restoration or CSR carbon planning after field verification.,YES,CARBON_RECOVERY_OPPORTUNITY: final score 87.44/100 (raw score 87.44/100 before hard-condition cap) | Forest Persistence=100; FRIS Ecological Score=84.76; NDVI Trend History=65.0; NDMI Trend History=85.0; Fire History=100; Hansen Loss Control=80; SoilGrids SOC Score=100 (soilgrids_soc=255.69).,100,84.76,65.0,85.0,100,80,100,25%,25%,15%,10%,10%,10%,5%,255.69,2515.474,9223.403,0.0,100.0,NOT_CERTIFIED_CARBON_CREDIT__PLANNING_MRV_SUPPORT_ONLY,44
